job_id,skill,cluster
3757736764,Corporate finance,2819
3757736764,Management consulting,2820
3757736764,Investment banking,1234
3757736764,Financial modeling,2036
3757736764,Financial analysis,51
3757736764,SOX controls,529
3757736748,Legislative advocacy,-1
3757736748,Regulatory advocacy,2665
3757736748,Health policy,3098
3757736748,Analytical skills,222
3757736748,Project management,16
3757736748,Interpersonal communication,77
3757736748,Microsoft Office Suite,31
3757736748,Adobe Acrobat,389
3757736744,Computer hardware,334
3757736744,Software operations,-1
3757736744,End user support,2374
3757736744,Desktop software,3099
3757736744,Technical issues,-1
3757736744,Information technology,2566
3757736744,Help desk,3100
3757736744,Customer service,74
3757736730,HTML,390
3757736730,CSS,676
3757736730,JavaScript,390
3757736730,React,942
3757736730,Angular,1688
3757736730,Vue js,1834
3757736730,Node js,441
3757736730,Python,71
3757736718,Financial Analysis,51
3757736718,Performance Monitoring,3101
3757736718,Contract Regulatory Support,-1
3757736718,Operational Awareness,-1
3757736718,Stakeholder Management,1149
3757736718,Data Analysis,51
3757736718,Financial Modeling,2036
3757736718,Enterprise Data Management,1851
3757736709,Landscape industry,-1
3757736709,Supervisory role,2731
3757736709,Landscape related field,-1
3757736709,Coaching,328
3757736709,Staffing,1075
3757736709,Scheduling,1326
3757736709,Budgeting,681
3757736709,Maintenance,103
3757736703,Mechanical abilities,717
3757736703,Maintenance duties,3102
3757736703,Food safety,24
3757736703,Machine operation,3103
3757736703,Minor maintenance,-1
3757736703,Adaptability,421
3757736703,Equipment maintenance,48
3757736703,Quality control,15
3757736680,Machine scrubbers,-1
3757736680,Sweepers,-1
3757736680,Power washers,-1
3757736680,Pressure washing equipment,-1
3757736680,EPA compliance,2964
3757736680,Maintenance inspections,2011
3757736680,Equipment maintenance,48
3757736680,Landscaping,3104
3757736669,HPLC,604
3757736669,GC MS,3105
3757736669,UV Vis,3106
3757736669,Titrations,0
3757736669,Method development,3107
3757736669,Method validation,-1
3757736669,CGMP,855
3757736669,GLP,2695
3757736668,Sales,32
3757736668,Men s fashion,1109
3757736668,Customer experience,74
3757736668,Relationship building,369
3757736668,Time management,159
3757736668,Organizational skills,350
3757736668,Communication,156
3757736668,Retail,32
3757736658,Certified Nursing Assistant,857
3757736658,Medical Assistant,574
3757736658,Basic Life Support BLS,230
3757736658,Computer Data Entry,237
3757736658,Word Processing,846
3757736658,Medical Terminology,1868
3757736658,Medication Aid Registry,-1
3757736658,Bilingual in English and Spanish,185
3757736653,Nursing Practice,522
3757736653,Nursing Administration,3108
3757736653,Executive Leadership,-1
3757736653,Quality Improvement,24
3757736653,Patient Safety,1705
3757736653,Regulatory Compliance,81
3757736653,Budget Management,874
3757736653,Healthcare Technology,1231
3757736634,Swift SwiftUI,3109
3757736634,MVVM,0
3757736634,MVC,1845
3757736634,VIPER,-1
3757736634,RESTful API,467
3757736634,Git GitFlow,677
3757736634,Scrum Agile methodologies,393
3757736634,Core Animation,-1
3757736631,Risk Modeling,-1
3757736631,Quantitative Statistical Modeling,54
3757736631,Accounting Financial Modeling,3110
3757736631,Computer Systems Information Technology,805
3757736631,Engineering Utility Industry Knowledge,-1
3757736631,Stochastic Modeling,-1
3757736631,Project Management,62
3757736631,Data Analysis,51
3757736630,Project Management,62
3757736630,Construction Management,481
3757736630,Microsoft Office Suite,31
3757736630,Customer Service,74
3757736630,Data Entry,237
3757736630,Communication Skills,198
3757736630,Proofreading,172
3757736630,Organizational Skills,1089
3757736620,Electronic Medical Records,1121
3757736620,Computrition skills,1303
3757736620,Nutrition Care Process,1889
3757736620,Development of nutrition care plans,-1
3757736620,Principles of nutrition and dietetics,-1
3757736620,Commission of Dietetic Registration,-1
3757736620,Medical Nutrition Therapy,1892
3757736620,Analytical skills,222
3757736603,Solution Architecture,1803
3757736603,Business Architecture,-1
3757736603,Enterprise Architecture,2120
3757736603,Financial Services,51
3757736603,Technology Strategy,3111
3757736603,Enterprise Applications,-1
3757736603,Risk Management,202
3757736603,Change Management,799
3757736600,CGMP,855
3757736600,SolidWorks,135
3757736600,AutoCad,3112
3757736600,Thermoformed,-1
3757736600,Cartoning tooling,3113
3757736600,Pouching tooling,3113
3757736600,Bottling tooling,-1
3757736600,GCP,1227
3757736585,Customer service,74
3757736585,Retail operations,32
3757736585,Cash register,767
3757736585,Inventory management,19
3757736585,Data entry,237
3757736585,Scheduling,1326
3757736585,Sales transactions,1088
3757736585,Team environment,725
3757736580,Driver Management,-1
3757736580,Freight Handler Management,3114
3757736580,Dock Operation,-1
3757736580,Safety Compliance,8
3757736580,Quality Freight Handling,-1
3757736580,Logistical Skills,-1
3757736580,Computer Skills,409
3757736580,LTL Leadership Experience,-1
3757736577,Transportation management systems,3115
3757736577,Logistics,319
3757736577,Microsoft Office,31
3757736577,Supply Chain,94
3757736577,Leadership,265
3757736577,Problem solving,83
3757736577,Communication,156
3757736577,Mathematical skills,1877
3757736572,Income Tax Accounting,3116
3757736572,Tax Law,285
3757736572,Tax Research,1171
3757736572,Computer Software Skills,409
3757736572,Oral and Written Communication,77
3757736572,Analytical Skills,340
3757736572,Problem Solving Skills,83
3757736572,CPA Designation,1309
3757736568,Nutrition assessment,282
3757736568,Nutrition diagnosis,-1
3757736568,Nutrition interventions,-1
3757736568,Quality nutrition education,-1
3757736568,Diagnostic reasoning skills,602
3757736568,Continuous quality improvement,739
3757736568,Computer proficiency,733
3757736568,Specialty certification,3117
3757736554,CNA CPTC,-1
3757736554,BLS,232
3757736554,PCA competencies,2986
3757736554,Certified Nursing Assistant,857
3757736554,Healthcare career program,703
3757736554,Clinical procedures,66
3757736554,Non clinical support tasks,2987
3757736554,Training program,642
3757736553,RN license,1051
3757736553,ACLS,684
3757736553,BLS,232
3757736553,Nursing program,3
3757736553,Medical surgical,333
3757736553,Patient care,3
3757736553,Post operative care,-1
3757736553,Pediatric care,333
3757736552,Customer service,74
3757736552,Medical terminology,858
3757736552,Insurance plans,70
3757736552,Clerical experience,3118
3757736552,Computer systems,343
3757736552,Patient data,3119
3757736552,Insurance carriers,-1
3757736543,Construction Management,481
3757736543,Project Management,62
3757736543,Safety Compliance,8
3757736543,Budget Management,874
3757736543,Staff Supervision,457
3757736543,Construction Scheduling,2997
3757736543,Subcontractor Coordination,3120
3757736543,Regulatory Compliance,81
3757736500,ACLS,684
3757736500,BCLS,685
3757736500,NIH,746
3757736500,PALS,233
3757736500,Interpretation of dysrhythmias,697
3757736500,Management of dysrhythmias,719
3757736500,Triage,3121
3757736493,Project Management,62
3757736493,Commercial Construction,48
3757736493,Project Costing,-1
3757736493,Safety Management,845
3757736493,Scheduling,1326
3757736493,Budget Management,874
3757736493,Construction Industry Knowledge,48
3757736493,Communication Skills,198
3757736492,Retail sales,32
3757736492,Commission driven sales,3122
3757736492,Merchandising,178
3757736492,Omni channel experience,557
3757736492,Sales performance,32
3757736492,KPIs,559
3757736492,Product knowledge,125
3757736492,Social media strategy,364
3757736491,Omni channel experience,557
3757736491,Visual merchandising,558
3757736491,Social media,364
3757736491,Customer relationships,1397
3757736491,Product knowledge,125
3757736491,Sales performance,32
3757736491,Training programs,642
3757736491,Merchandising,178
3757736482,Sales,32
3757736482,Customer service,74
3757736482,Product knowledge,125
3757736482,Brand loyalty,3008
3757736482,Fashion advice,3006
3757736482,Store maintenance,3065
3757736482,Teamwork,181
3757736482,Flexible availability,3007
3757736478,Systems Engineer,-1
3757736478,New store rollouts,-1
3757736478,Configuring servers,-1
3757736478,Deploying servers,-1
3757736478,Integrating with POS systems,755
3757736478,Automation scripting,-1
3757736478,PowerShell,1581
3757736478,Windows Server,31
3757736455,Machine Learning,59
3757736455,Deep Learning,60
3757736455,Robotics,640
3757736455,C,73
3757736455,Python,71
3757736455,Autonomy,2290
3757736455,Software Progress,-1
3757736455,Motion Planning,-1
3757736453,Agile mindsets,393
3757736453,Craft enablement,3123
3757736453,Technical acumen,2900
3757736453,Effective problem solving,83
3757736453,Business acumen,1125
3757736453,Relationship management,472
3757736453,Decision making,519
3757736453,Coaching,328
3757736437,Culinary skills,447
3757736437,Teaching skills,448
3757736437,Sanitation,410
3757736437,Cooking,1201
3757736437,Sales,32
3757736437,Food handling,817
3757736437,MS Office Suite,31
3757736437,Communication skills,77
3757736433,Visual Fields,-1
3757736433,OCT testing,-1
3757736433,BLS Certification,523
3757736433,JCAHPO Visual Field Certificate,-1
3757736433,High school diploma,1118
3757736433,Training modules,-1
3757736433,Written communication skills,77
3757736433,Verbal communication skills,77
3757736424,Registered Nurse license,422
3757736424,Management experience,940
3757736424,Patient care,3
3757736424,Communication skills,77
3757736424,E Verify,3124
3757736424,Clinical licensure,3125
3757736424,Profit loss management,3126
3757736424,Quality patient care,24
3757736408,Clinical Research,1230
3757736408,Monitoring,1964
3757736408,Site initiation,-1
3757736408,Site monitoring,-1
3757736408,Site close out,-1
3757736408,GCP Good Clinical Practices,2829
3757736408,ICH Guidelines,1228
3757736408,SOPs Standard Operating Procedures,1353
3757736392,Pharmacy Technician,546
3757736392,Pharmacy Automation,3127
3757736392,Medications Dispensing,65
3757736392,Stock Control,-1
3757736392,Inventory Management,4
3757736392,Pharmacy Inventory,2570
3757736392,Pharmacy Automation Systems,3127
3757736392,Medical Prescriptions,-1
3757736390,English Teaching,185
3757736390,School setting,-1
3757736390,IB Experience,-1
3757736390,US Passport,-1
3757736390,January start,-1
3757736390,High School,1118
3757736390,USA,-1
3757736390,Houston,-1
3757736387,Conversion Rate Optimization,3128
3757736387,Customer Centric Marketing,3129
3757736387,Ecommerce,1619
3757736387,Analytical Skills,340
3757736387,Data Interpretation,3130
3757736387,Creative Optimization,-1
3757736387,Marketing Strategy,331
3757736387,Ecommerce Advertising,-1
3757736379,Mortgage loans,1234
3757736379,Customer support,74
3757736379,FHA,1696
3757736379,Conventional mortgages,1728
3757736379,Prospecting,553
3757736379,Documentation,45
3757736379,Underwriting,70
3757736379,Sales activity,32
3757736369,Infection Prevention Control,3131
3757736369,Epidemiology,631
3757736369,Surveillance,2682
3757736369,Prevention Strategies,-1
3757736369,Regulatory Standards,81
3757736369,Pathogen Identification,-1
3757736369,Antibiotic Susceptibility Testing,-1
3757736369,Microbial Flora,-1
3757736359,Nurse Practitioner,959
3757736359,RN,1419
3757736359,APN,2746
3757736359,NP,2747
3757736359,Phlebotomy,927
3757736359,IVs,928
3757736359,BLS certification,523
3757736359,ECG,2748
3757736344,Telemetry,702
3757736344,Registered Nurse,422
3757736344,Healthcare,276
3757736344,Medical,333
3757736344,Nursing,3
3757736344,Clinical,3
3757736344,Licensure,279
3757736344,Continuing education,679
3757736272,CRM,97
3757736272,Medical Information,3132
3757736272,Publication Management,-1
3757736272,Grants and ISS Management,-1
3757736272,Medical HCP portal,-1
3757736272,Patient Advocacy,3133
3757736272,Government Affairs platforms,3134
3757736272,STEAM related technologies,-1
3757736263,RN,1419
3757736263,MDS Coordinator,3135
3757736263,Process improvement,492
3757736263,Medicare,1653
3757736263,Resident Assessment Instrument,3136
3757736263,Long term care,939
3757736263,CPR certification,523
3757736263,Medical practices,-1
3757736260,ISO 9001,1045
3757736260,ISO,1045
3757736260,IATF,3137
3757736260,Inspections,2011
3757736260,Audits,398
3757736260,LEAN tools,-1
3757736260,GD T,2345
3757736260,ASQ CQE,-1
3757736253,Program Management,62
3757736253,Engineering,48
3757736253,Change Management,799
3757736253,Technical Instruction,-1
3757736253,CDRLs,0
3757736253,Metrics Analysis,3138
3757736253,Configuration Management,1768
3757736253,Microsoft Tools,31
3757736252,Nursing education,3
3757736252,Clinical educator,-1
3757736252,Competency based approach,-1
3757736252,Curriculum development,272
3757736252,Evidence based practice,1796
3757736252,Educational programming,-1
3757736252,Staff development,3139
3757736252,Educational evaluation,-1
3757736236,Housekeeping,100
3757736236,Meal prep,2850
3757736236,Reliable transportation,2549
3757736236,Heavy lifting,1717
3757736236,Physical activity,3140
3757736236,Caregiver,3141
3757736236,Bathing,3142
3757736236,Flexible schedule,590
3757736232,EPIC,547
3757736232,EMR,732
3757736232,Customer service,74
3757736232,Computer knowledge,343
3757736232,Verbal written communication skills,77
3757736232,Critical thinking,227
3757736232,Multi tasking skills,2975
3757736232,Medical office experience,2573
3757736231,Healthcare leadership,3143
3757736231,Change management strategy,1255
3757736231,Operational business plans,-1
3757736231,Financial stewardship,-1
3757736231,Clinical leadership,3144
3757736231,Network growth,-1
3757736231,Continuous improvement,739
3757736231,Onboarding,1702
3757736201,Telehealth,1
3757736201,Healthcare,276
3757736201,Medical terminology,858
3757736201,Leadership,265
3757736201,Interpersonal skills,77
3757736201,Medicare,1653
3757736201,Medicaid,1653
3757736201,Telehealth,1
3757736201,HomeCare HomeBase,3145
3757736188,Sales Experience,577
3757736188,Professional Appearance,-1
3757736188,Interpersonal Communication Skills,1193
3757736188,Basic Computer Skills,409
3757736188,High School Diploma,1118
3757736188,Valid Drivers License,117
3757736188,Automotive Retail,-1
3757736188,Customer Service,74
3757736173,Construction Scheduling,2997
3757736173,Project Planning,62
3757736173,Project Scheduling,3040
3757736173,Critical Path Analysis,351
3757736173,Risk Analysis,1543
3757736173,Primavera P6,1141
3757736173,WBS,-1
3757736173,Activity Codes,-1
3757736171,Audit services,3146
3757736171,Tax services,285
3757736171,Accounting,461
3757736171,Financial statements,51
3757736171,CPA exam,714
3757736171,Microsoft Office,31
3757736171,Accounting principles,713
3757736171,Public accounting,2646
3757736164,Equipment Operation,500
3757736164,PSD delivery,3147
3757736164,Service delivery improvement,-1
3757736164,Equipment maintenance,48
3757736164,Safety procedures,8
3757736164,Rigging operations,-1
3757736164,PPE,1531
3757736164,HSE policies,3148
3757736154,Warehouse Management Systems,761
3757736154,System Configuration,-1
3757736154,System Maintenance,1895
3757736154,User Training,-1
3757736154,Data Analysis,51
3757736154,System Integration,932
3757736154,Technical Support,804
3757736154,ERP,97
3757736130,Yardi software,388
3757736130,Property management,2030
3757736130,Section 8,2519
3757736130,Section 42,2519
3757736130,Market Rate,3149
3757736130,Customer service,74
3757736130,Financial goals,51
3757736130,Residents relations,-1
3757736117,HVAC systems,155
3757736117,Carpentry,188
3757736117,Plumbing,48
3757736117,Electrical,48
3757736117,Preventive maintenance,305
3757736117,Painting,864
3757736117,Grounds keeping,-1
3757736117,Landscaping,3104
3757736104,Security procedures,629
3757736104,Emergency response,1135
3757736104,Patrols,3150
3757736104,Incident response,2054
3757736104,Basic computer skills,432
3757736104,Verbal communication,77
3757736104,Written communication,77
3757736104,Training,90
3757736084,D365 Finance,715
3757736084,D365 Supply Chain,94
3757736084,Project Management,62
3757736084,Accounting,461
3757736084,Service Management,3151
3757736084,General Ledger Modules,-1
3757736084,MS Certifications,-1
3757736084,Solution Building,-1
3757736083,Patient care,3
3757736083,Pediatric expertise,-1
3757736083,Medical care,333
3757736083,Surgical care,2310
3757736083,Pediatric ED experience,-1
3757736083,Clinical experience,66
3757736083,Communication skills,77
3757736083,Electronic systems,281
3757736082,SQL,205
3757736082,Microsoft Office,31
3757736082,Healthcare insurance follow up processes,-1
3757736082,HIT systems,-1
3757736082,Healthcare contracts,-1
3757736082,Billing systems,3152
3757736082,Medicaid,1653
3757736082,Medicare,1653
3757736075,Internal Medicine,362
3757736075,Family Medicine,3153
3757736075,Medical Care,333
3757736075,Inpatients,-1
3757736075,Acute Illnesses,3154
3757736075,Chronic Illnesses,3154
3757736075,Residency,-1
3757736075,Flexible Schedule,1597
3757736066,PCU Registered Nurse,422
3757736066,Healthcare career,703
3757736066,Nursing experience,3
3757736066,Licensing,563
3757736066,Compliance,129
3757736066,Career guidance,705
3757736066,Healthcare staffing,706
3757736066,Clinical ladder program,678
3757736057,Office 365,258
3757736057,Active Directory,1453
3757736057,Ticketing Systems,-1
3757736057,Remote Monitoring Management,-1
3757736057,Firewalls,536
3757736057,Multi Factor Authentication,1966
3757736057,CompTIA A,3155
3757736057,Cisco Certifications,3156
3757736046,HighScope curriculum,3157
3757736046,NAEYC,-1
3757736046,Keystone Stars,-1
3757736046,DHS guidelines,3158
3757736046,Language skills,3159
3757736046,Art skills,-1
3757736046,Music skills,3160
3757736046,Drama skills,3160
3757736043,Client Relationship Management,906
3757736043,Account Growth,-1
3757736043,New Business Development,905
3757736043,Account Planning,-1
3757736043,Product Knowledge,179
3757736043,Problem Resolution,444
3757736043,Sales Support,2188
3757736043,Contract Negotiation,147
3757736042,Clinical review,3161
3757736042,Medical appropriateness criteria,1070
3757736042,Clinical judgement,3
3757736042,URAC,3162
3757736042,NCQA,2912
3757736042,CMS accreditations,-1
3757736042,Windows navigation,-1
3757736042,Microsoft Office,31
3757736018,Hiring,1275
3757736018,Managing,-1
3757736018,Financial goals,51
3757736018,Guest experiences,707
3757736018,Store leadership,-1
3757736018,Training program,642
3757736018,Food Safety,24
3757736018,Flexible schedule,590
3757736017,HR reporting,-1
3757736017,Data analytics,51
3757736017,Data integrity,2016
3757736017,PowerBI,0
3757736017,Workday,2927
3757736017,Data governance,2892
3757736017,Process improvement,492
3757736017,Automation,1185
3757736008,Basic computer skills,432
3757736008,Strong grasp of appropriate and professional verbal and written communication,77
3757736008,Emergency response,1135
3757736008,Customer service,74
3757736008,Patrols,3150
3757736008,Observation,2115
3757736008,High School Diploma or GED Required,1118
3757736008,Training,90
3757736005,Business Intelligence,593
3757736005,Data Visualization,51
3757736005,Data Science,51
3757736005,Tableau,111
3757736005,Alteryx,1050
3757736005,Qlik,3163
3757736005,Cognos,3164
3757736005,Excel,138
3757735978,Culinary excellence,3165
3757735978,Training curriculum,642
3757735978,Apprenticeship requirements,-1
3757735978,Culinary standards,3166
3757735978,Food quality,24
3757735978,Safety,1305
3757735978,Microsoft Office suite,31
3757735978,People management,3167
3757735955,Financial planning and analysis,51
3757735955,Microsoft Excel,31
3757735955,PowerPoint,565
3757735955,Word,564
3757735955,Power BI,469
3757735955,Oracle Hyperion Essbase,97
3757735955,Financial modeling,2036
3757735955,Financial analysis,51
3757735945,NET,1693
3757735945,ASP NET,1835
3757735945,C,73
3757735945,SQL Server Database,205
3757735945,Oracle Database,3168
3757735945,Object Oriented Programming,1190
3757735945,Agile,393
3757735945,Scrum,393
3757735938,Data collection,51
3757735938,Report preparation,3169
3757735938,Administrative tasks,2500
3757735938,Project coordination,998
3757735938,Communication skills,77
3757735938,Organizational skills,350
3757735938,Independent work,2851
3757735938,Teamwork,181
3757735926,Supervisory experience,21
3757735926,CPI certification,3170
3757735926,First Aid Certification,523
3757735926,Computer literate,3171
3757735926,CDL,117
3757735926,Tuberculosis test results,-1
3757735926,Background check,412
3757735926,Bilingual,185
3757735914,Visual Merchandising,178
3757735914,Sales,32
3757735914,Merchandising Strategy,785
3757735914,Training,90
3757735914,Coaching,328
3757735914,Analyzing Reporting,525
3757735914,Business Planning,3172
3757735914,Recruitment,1267
3757735896,HR,1428
3757735896,Payroll,2145
3757735896,Time Attendance,881
3757735896,ACA Compliance,2750
3757735896,Benefits Enrollment,2751
3757735896,CRM,97
3757735896,FPC,-1
3757735896,CPP,3173
3757735893,Microsoft Excel,31
3757735893,Microsoft Word,31
3757735893,Microsoft PowerPoint,31
3757735893,Microsoft Outlook,31
3757735893,Administrative Knowledge,-1
3757735893,Industry Knowledge,2098
3757735893,Time Management,1269
3757735893,Critical Thinking,227
3757735874,Speech Therapy,161
3757735874,Patient Care,3
3757735874,Treatment Programs,3174
3757735874,Clinical Experience,3175
3757735874,BLS Certification,523
3757735874,Post Acute Care,333
3757735874,Rehabilitation,1571
3757735874,Education Advancement,-1
3757735873,ICD,859
3757735873,CPT coding,753
3757735873,EHR,732
3757735873,HIPAA,1383
3757735873,Coding,729
3757735873,Statistics,594
3757735873,Computer literacy,633
3757735873,Documentation,45
3757735843,AutoCAD,49
3757735843,CAM software,1213
3757735843,Solidworks,2096
3757735843,2D CAD drafting,3176
3757735843,3D CAD modeling,1213
3757735843,Plastic part design,-1
3757735843,CNC machining practices,979
3757735843,Problem solving,83
3757735832,Sales Pursuit Management,-1
3757735832,Technology,570
3757735832,Operations,263
3757735832,Life Sciences,2185
3757735832,Industrial Industry,-1
3757735832,Direct Sales,32
3757735832,Negotiation,95
3757735832,Sales Best Practices,-1
3757735827,Sales,32
3757735827,Customer service,74
3757735827,Product knowledge,125
3757735827,Collaboration,316
3757735827,Fashion,2933
3757735827,Technology,570
3757735827,Retail,32
3757735827,Teamwork,181
3757735825,Data Mining,1794
3757735825,Data Analytics,51
3757735825,SYNKROS,0
3757735825,Technical Application Support,804
3757735825,Business Intelligence,593
3757735825,Microsoft Office,31
3757735825,Database Knowledge,2827
3757735825,Software Application Support,2674
3757735820,Venipuncture,0
3757735820,Intravenous catheterization,-1
3757735820,Urinary catheterization,2579
3757735820,Laboratory procedures,2899
3757735820,ECG,2748
3757735820,Vital signs,3177
3757735820,Point of care testing,3178
3757735820,HIPAA compliance,1383
3757735801,Recruiting,89
3757735801,Physician group,912
3757735801,Multi specialty,911
3757735801,Medical group,333
3757735801,Primary care,1207
3757735801,Behavioral health,571
3757735801,Surgical subspecialties,-1
3757735801,Healthcare recruitment,-1
3757735794,Java,1591
3757735794,AWS,25
3757735794,Kubernetes,0
3757735794,GitOpts,0
3757735794,Machine Learning,59
3757735794,Data Pipelines,51
3757735794,Amazon S3,3179
3757735794,Apache Spark,1018
3757735787,CDL,117
3757735787,Warehouse Operations,1043
3757735787,Material Handling,2658
3757735787,DOT Regulations,148
3757735787,Safety Policies,8
3757735787,Delivery Experience,3180
3757735787,Commercial Drivers License,117
3757735787,Supply Chain Management,94
3757735785,HVAC certification,-1
3757735785,Appliance repair,384
3757735785,Maintenance and repair,103
3757735785,Preventative maintenance,305
3757735785,Pool maintenance,1853
3757735785,Diagnosing equipment,-1
3757735785,OSHA guidelines,123
3757735785,Building upkeep,1136
3757735772,Data Analysis,51
3757735772,Government Regulations,285
3757735772,Fire Protection,2238
3757735772,Emergency Response,102
3757735772,Public Service,3181
3757735772,State Employment,3182
3757735772,Civil Service,3183
3757735772,Document Management,1095
3757735767,Technology Proficiency,-1
3757735767,Customer Service Skills,3184
3757735767,Verbal Communication,77
3757735767,Written Communication,77
3757735767,Collaborative Skills,-1
3757735767,Retail Experience,1783
3757735767,Product Knowledge,179
3757735767,Sales Experience,577
3757735761,Order Pickers,-1
3757735761,Reach Trucks,3185
3757735761,Scanning Equipment,3186
3757735761,Hand scanner,-1
3757735761,Material handling,6
3757735761,Part numbering systems,-1
3757735761,Pallet jack,1239
3757735761,Forklift,3187
3757735761,Drexel,-1
3757735760,CMM equipment,-1
3757735760,Dimensional drawings,-1
3757735760,Measuring instruments,3188
3757735760,ISO9001 AS9100,0
3757735760,Quality management systems,15
3757735760,Root cause analysis,491
3757735760,Continuous improvement programs,739
3757735760,Manufacturing industry,1378
3757735758,Customer Service,74
3757735758,Team Management,63
3757735758,Budgeting,681
3757735758,Profit and Loss Review,3189
3757735758,Problem Solving,83
3757735758,Microsoft Office Suite,31
3757735758,Computer Applications,2774
3757735758,Facility Maintenance,501
3757735749,Event Planning,820
3757735749,Social Media Management,364
3757735749,Marketing,84
3757735749,Local Expertise,-1
3757735749,Written Communication,77
3757735749,Verbal Communication,77
3757735749,Social Media Presence Management,364
3757735749,Content Curation,2384
3757735747,Project Controls,1140
3757735747,Project Management,62
3757735747,Cost Estimating,955
3757735747,Earned Value Management,352
3757735747,Microsoft Office,31
3757735747,Primavera,1833
3757735747,JD Edwards,3190
3757735747,SharePoint,2263
3757735746,Payroll,2145
3757735746,Accounting Administration,-1
3757735746,Human Resources,1347
3757735746,Workers compensation,926
3757735746,OSHA reporting,123
3757735746,Purchasing orders,-1
3757735746,Accounts payable,1395
3757735746,Client billing,-1
3757735735,Sales,32
3757735735,Marketing,84
3757735735,Communication skills,77
3757735735,Entrepreneurial spirit,1627
3757735735,Training,90
3757735735,Sales experience,32
3757735735,Software compatibility,3191
3757735735,Driver s License,117
3757735729,Technology,570
3757735729,Customer service,74
3757735729,Communication skills,77
3757735729,Collaborative skills,2896
3757735729,Retail experience,32
3757735729,Sales,32
3757735729,Inventory management,19
3757735729,Stocking,1253
3757735707,Heavy machinery operation,342
3757735707,Equipment maintenance,48
3757735707,Forklift operation,967
3757735707,Metric measurements manipulation,-1
3757735707,Problem solving,83
3757735707,Technical work instructions comprehension,-1
3757735707,Fast paced manufacturing environment experience,1621
3757735707,Rotating shift work,-1
3757735698,Virtual event production,-1
3757735698,Website enhancements,-1
3757735698,UAT testing,-1
3757735698,Website maintenance,3192
3757735698,Access requests processing,-1
3757735698,Scheduling support,-1
3757735698,Organizing support,-1
3757735698,Drafting materials,-1
3757735693,Air transportation,3193
3757735693,Ocean transportation,3194
3757735693,Ground transportation,-1
3757735693,Customs brokerage services,3195
3757735693,Warehousing,691
3757735693,Distribution centers,3196
3757735693,Mercury Gate,-1
3757735693,Cargowise,0
3757735666,Law Enforcement Certification,-1
3757735666,Firearms,-1
3757735666,LEDT,0
3757735666,Custody and Control,3197
3757735666,Active Shooter Situations,-1
3757735666,Crime Scene Management,-1
3757735666,CPR certification,523
3757735666,Armed Officer Training,-1
3757735657,Solar energy industry,2108
3757735657,Appointment setting,2477
3757735657,Door to door industry,2547
3757735657,Canvas team management,-1
3757735657,D2D sales,2548
3757735657,Trainer,-1
3757735657,Manager,3198
3757735657,Direct sales marketing,2300
3757735656,CDL B,117
3757735656,City P D Drivers,3199
3757735656,Driving experience,1156
3757735656,MVR,3200
3757735656,Bending,3201
3757735656,Lifting,1879
3757735656,City pick up delivery,-1
3757735656,Transportation industry,3202
3757735656,Medical Dental Vision Insurance,347
3757735631,Diagnostic ultrasound,238
3757735631,Ultrasonography,-1
3757735631,American Registered Diagnostic Medical Sonographer,3203
3757735631,Ultrasound equipment,3204
3757735631,Inventory management,19
3757735631,Patient confidentiality,3205
3757735631,Patient education,1225
3757735631,Medical imaging,935
3757735628,Contract Management,96
3757735628,Technical Direction,3206
3757735628,Government Programs,-1
3757735628,Resource Management,1151
3757735628,Customer Interactions,-1
3757735628,Lean Six Sigma,1837
3757735628,Quality Management,317
3757735628,Project Management,62
3757735613,Registered Nurse,422
3757735613,RN,1419
3757735613,Clinical Nurse,3
3757735613,Licensed Practical Nurse,1240
3757735613,Clinic LPN,3207
3757735613,Specialty Nurse,3208
3757735613,Specialty RN,-1
3757735613,Licensed Vocational Nurse,1364
3757735612,Food production,18
3757735612,Cookery,3209
3757735612,Food service,18
3757735612,Food handler,-1
3757735612,Serve safe certification,-1
3757735612,Time management skills,1104
3757735612,Interpersonal skills,77
3757735612,Basic math skills,432
3757735611,CNA CPCT certification,1420
3757735611,Nursing team,3
3757735611,Safe patient transport,-1
3757735611,Therapeutic environment,3210
3757735611,Healthcare career program,703
3757735611,Compassionate care,1038
3757735611,Observation of patients,-1
3757735611,Safe and clean environment,3211
3757735610,Laboratory support,2994
3757735610,Clinical laboratory,66
3757735610,Customer service skills,40
3757735610,Laboratory specimens,2995
3757735610,HIPAA confidentiality,1383
3757735610,Laboratory management,-1
3757735610,Data,51
3757735610,Scheduling functions,-1
3757735580,Computer skills,1028
3757735580,Technology related experience,-1
3757735580,Code Orange,-1
3757735580,BLS,232
3757735580,Basic Life Support,230
3757735580,Surveillance,2682
3757735580,Patient observation,-1
3757735580,Camera monitoring system,-1
3757735559,Windows,31
3757735559,Microsoft Office 365,31
3757735559,Adobe Creative Cloud Suite,647
3757735559,Mobile Device Management,2206
3757735559,Network Troubleshooting,1403
3757735559,AEC Engineering Software AutoCAD,-1
3757735559,Backup Software Symantec Veritas Backup Exec,-1
3757735559,IT Certifications,3212
3757735557,ER,1480
3757735557,Registered Nurse,422
3757735557,Healthcare,276
3757735557,Nursing,3
3757735557,Licensing,563
3757735557,Compliance,129
3757735557,Clinical ladder program,678
3757735557,Continuing education,679
3757735542,Troubleshooting,177
3757735542,Equipment maintenance,48
3757735542,Training,90
